index,biome,search_term,search_url,article_link,title,abstract,confirmed_biome,title_lower,article_link_lower
18,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/27450246/,Water management impacts rice methylmercury and the soil microbiome,"Rice farmers are pressured to grow rice using less water. The impacts of water-saving rice cultivation methods on rice methylmercury concentrations are uncertain. Rice (Oryza sativa L. cv. Nipponbare) was cultivated in fields using four water management treatments, including flooded (no dry-downs), alternating wetting and drying (AWD) (with one or three dry-downs), and furrow-irrigated fields (nine dry-downs) (n=16 fields). Anoxic bulk soil was collected from rice roots during the rice maturation phase, and rice grain was harvested after fields were dried. Total mercury and methylmercury concentrations were determined in soil and polished rice samples, and the soil microbiome was analyzed using 16S (v4) rRNA gene profiling. Soil total mercury did not differ between fields. However, compared to continuously flooded fields, soil and rice methylmercury concentrations averaged 51% and 38% lower in the AWD fields, respectively, and 95% and 96% lower in the furrow-irrigated fields, respectively. Compared to flooded fields, grain yield was reduced on average by <1% in the AWD fields and 34% in the furrow-irrigated fields. Additionally, using 16S (v4) rRNA gene profiling, the relative abundance of genera (i.e., highest resolution via this method) known to contain mercury methylators averaged 2.9-fold higher in flooded and AWD fields compared to furrow-irrigated fields. These results reinforce the benefits of AWD in reducing rice methylmercury concentrations with minimal changes in rice production yields. In the furrow-irrigated fields, a lower relative abundance of genera known to contain mercury methylators suggests an association between lower concentrations of soil and rice methylmercury and specific soil microbiomes.",soil,,
19,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/28885183/,From Microscopy to Genomic Approach in Soil Biodiversity Assessment,"Soil biota represents a major component of the earth's biodiversity and for over 200 years, the microscopy approach was the only way to explore it. In the last decade, the DNA-based technique has been adopted in soil ecology. Due to the rapid development of cutting-edge technology, the field is transitioning from barcoding individuals to metabarcoding communities. With the advent of next-generation sequencing and a rapid decline in sequencing cost, it has become feasible to assess soil biodiversity at species level. This review article summarizes current approaches in soil biodiversity research along with their advantages and disadvantages.",soil,,
1,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35726918/,Microbiome Analysis for Wastewater Surveillance during COVID-19,"Wastewater surveillance (WS), when coupled with advanced molecular techniques, offers near real-time monitoring of community-wide transmission of SARS-CoV-2 and allows assessing and mitigating COVID-19 outbreaks, by evaluating the total microbial assemblage in a community. Composite wastewater samples (24 h) were collected weekly from a manhole between December 2020 and November 2021 in Maryland, USA. RT-qPCR results showed concentrations of SARS-CoV-2 RNA recovered from wastewater samples reflected incidence of COVID-19 cases. When a drastic increase in COVID-19 was detected in February 2021, samples were selected for microbiome analysis (DNA metagenomics, RNA metatranscriptomics, and targeted SARS-CoV-2 sequencing). Targeted SARS-CoV-2 sequencing allowed for detection of important genetic mutations, such as spike: K417N, D614G, P681H, T716I, S982A, and D1118H, commonly associated with increased cell entry and reinfection. Microbiome analysis (DNA and RNA) provided important insight with respect to human health-related factors, including detection of pathogens and their virulence/antibiotic resistance genes. Specific microbial species comprising the wastewater microbiome correlated with incidence of SARS-CoV-2 RNA, suggesting potential association with SARS-CoV-2 infection. Climatic conditions, namely, temperature, were related to incidence of COVID-19 and detection of SARS-CoV-2 in wastewater, having been monitored as part of an environmental risk score assessment carried out in this study. In summary, the wastewater microbiome provides useful public health information, and hence, a valuable tool to proactively detect and characterize pathogenic agents circulating in a community. In effect, metagenomics of wastewater can serve as an early warning system for communicable diseases, by providing a larger source of information for health departments and public officials. IMPORTANCE Traditionally, testing for COVID-19 is done by detecting SARS-CoV-2 in samples collected from nasal swabs and/or saliva. However, SARS-CoV-2 can also be detected in feces of infected individuals. Therefore, wastewater samples can be used to test all individuals of a community contributing to the sewage collection system, i.e., the infrastructure, such as gravity pipes, manholes, tanks, lift stations, control structures, and force mains, that collects used water from residential and commercial sources and conveys the flow to a wastewater treatment plant. Here, we profile community wastewater collected from a manhole, detect presence of SARS-CoV-2, identify genetic mutations of SARS-CoV-2, and perform COVID-19 risk score assessment of the study area. Using metagenomics analysis, we also detect other microorganisms (bacteria, fungi, protists, and viruses) present in the samples. Results show that by analyzing all microorganisms present in wastewater, pathogens circulating in a community can provide an early warning for contagious diseases.",water,,
2,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35495647/,Metagenomics Insights Into the Microbial Diversity and Microbiome Network Analysis on the Heterogeneity of Influent to Effluent Water,"Sanitizing the water sources of local communities is important to control the spread of microbial resistance genes, especially those for water-borne illnesses. The activities of antibiotic resistance gene (ARG)-host pathogens pose a threat to public health, and it has been estimated that the infection will lead up to 10 million deaths globally by the year 2050. Hence, in this study, we aim to analyze the efficiency of our municipal wastewater treatment plant (WWTP) process in producing pathogen-free water by investigating the microbial composition between influent and effluent water sites. Shotgun metagenomics sequencing using the Illumina platform was performed on the influent and effluent samples of six different WWTP sites located in Johore, Malaysia. After raw data pre-processing, the non-redundant contigs library was then aligned against BLASTP for taxonomy profiling and the Comprehensive Antibiotic Resistance Database for ARG annotation. Interestingly, the alpha-diversity result reported that effluent site samples showed higher abundance and diverse heterogeneity compared to the influent site. The principal component analysis (PCA) and non-metric multidimensional scaling (NMDS) plots also suggested that effluent sites showed high variation in the genetic material due to loosely clustered sample plots, as compared to the tightly clustered influent samples. This study has successfully identified the top three abundant phyla in influent-Proteobacteria, Firmicutes, and Bacteroidetes-and effluent-Proteobacteria, Actinobacteria, and Bacteroidetes-water. Despite the overlap within the top three abundant phyla in influent and effluent sites (Proteobacteria and Bacteroidetes), the ARG composition heat map and drug class phenotype plot bar exhibits a general trend of a downward shift, showing the efficiency of WWTP in reducing opportunistic pathogens. Overall, it was demonstrated that our municipal WWTP efficiently eliminated pathogenic microbes from the influent water before its total discharge to the environment, though not with the total elimination of microorganisms. This metagenomics study allowed for an examination of our water source and showed the potential interaction of species and ARGs residing in the influent and effluent environment. Both microbial profile structure and co-occurrence network analysis provide integrated understanding regarding the diversity of microorganisms and interactions for future advanced water sanitation treatments.",water,,
3,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30416489/,Characterization of the Microbiome at the World's Largest Potable Water Reuse Facility,"Conventional water resources are not sufficient in many regions to meet the needs of growing populations. Due to cyclical weather cycles, drought, and climate change, water stress has increased worldwide including in Southern California, which serves as a model for regions that integrate reuse of wastewater for both potable and non-potable use. The Orange County Water District (OCWD) Advanced Water Purification Facility (AWPF) is a highly engineered system designed to treat and produce up to 100 million gallons per day (MGD) of purified water from a municipal wastewater source for potable reuse. Routine facility microbial water quality analysis is limited to standard indicators at this and similar facilities. Given recent advances in high throughput DNA sequencing techniques, complete microbial profiling of communities in water samples is now possible. By using 16S/18S rRNA gene sequencing, metagenomic and metatranscriptomic sequencing coupled to a highly accurate identification method along with 16S rRNA gene qPCR, we describe a detailed view of the total microbial community throughout the facility. The total bacterial load of the water at stages of the treatment train ranged from 3.02 × 106 copies in source, unchlorinated wastewater feed to 5.49 × 101 copies of 16S rRNA gene/mL after treatment (consisting of microfiltration, reverse osmosis, and ultraviolet/advanced oxidation). Microbial diversity and load decreased by several orders of magnitude after microfiltration and reverse osmosis treatment, falling to almost non-detectable levels that more closely resembled controls of molecular grade laboratory water than the biomass detected in the source water. The presence of antibiotic resistance genes and viruses was also greatly reduced. Overall, system design performance was achieved, and comprehensive microbial community analysis was found to enable a more complete characterization of the water/wastewater microbial signature.",water,,
4,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34325201/,Metagenomics of wastewater phageome identifies an extensively cored antibiotic resistome in a swine feedlot water treatment environment,"Huge number of antibiotic resistance genes (ARGs) have been widely detected in phage genomes from anthropogenic environment or animal farms, whereas little is known about the dynamic changes of phage contribution to resistance under a feedlot wastewater treatment facility (WTF) pressure. Here, a metagenomics method was used to characterize the sewage phageome and identifies the antibiotic resistome. The results showed that the phage families of Siphoviridae, Myoviridae, and Podoviridae were always the most dominant. Analysis of ARGs carried by bacterial and phages showed that MLS and tetracycline resistance genes always had the highest abundances and the other ARG types also have a fixed hierarchy, showing that there is no significant change in overall ARGs abundance distribution. However, an extensively cored antibiotic resistome were specifically identified in aerobic environment. ARGs encoding ribosomal protection proteins, especially for the ARG subtypes lsaE, tet44, tetM, tetP, macB, MdlB and rpoB2, were more inclined to be selected by phages, suggesting that a more refined mechanism, such as specialized transduction and lateral transduction, was probably involved. In all, these results suggest that monitoring of dynamic changes of phage contribution to resistance should be given more attention and ARGs-carrying phage management should focus on using technologies for controlling cored ARGs rather than only the overall distribution of ARGs in phages.",water,,
6,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/31139160/,The Water Microbiome Through a Pilot Scale Advanced Treatment Facility for Direct Potable Reuse,"Advanced treatment facilities for potable water reuse of wastewater are designed to achieve high removal levels of specific pathogens, as well as many other constituents. However, changes to the microbial community throughout treatment, storage, and distribution of this water have not been well characterized. We applied high-throughput amplicon sequencing, read-based, assembly-based, and genome-resolved metagenomics, and flow cytometry to investigate the microbial communities present in a pilot-scale advanced water treatment facility. Advanced treatment of secondary-treated wastewater consisted of ozonation, chloramination, microfiltration, reverse osmosis (RO), advanced oxidation (UV/H2O2), granular activated carbon (GAC) filtration, and chlorination. Treated water was fed into bench-scale simulated distribution systems (SDS). Cell counts and microbial diversity in bulk water decreased until GAC filtration, and the bacterial communities were significantly different following each treatment step. Bacteria grew within GAC media and contributed to a consistent microbial community in the filtrate, which included members of the Rhizobiales and Mycobacteriaceae. After chlorination, some of the GAC filtrate community was maintained within the SDS, and community shifts were associated with stagnation. Putative antibiotic resistance genes and potential opportunistic pathogens were identified before RO and after advanced oxidation, although few if any members of the wastewater microbial community passed through these treatment steps. These findings can contribute to improved design of advanced treatment trains and management of microbial communities in post-treatment steps.",water,,
7,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/31757984/,"Qualitative microbiome profiling along a wastewater system in Kampala, Uganda","Kampala, the capital city of Uganda, is rapidly expanding without adequate wastewater treatment facilities to accommodate the current estimated population of 1.68 million people. Hence, freshwater bodies and natural ecosystems around the city are heavily polluted with organic and inorganic contaminants. Yet, there is a paucity of data on pathogenic microorganisms, which potentially threatens health of local communities. We performed a qualitative microbial analysis using a whole metagenome sequencing approach encompassing over 150 gigabases of sequencing data to characterize the Nakivubo wastewater system, which includes a wastewater channel and surrounding wetlands. We found that microbial diversity is heterogeneous throughout the system and that three community state types could be differentiated. We showed the presence of various waterborne agents of gastrointestinal infections in humans, which were associated with leakage occurring around two locations along the wastewater channel. Our data indicate that the microbial decontamination capacity of the local wastewater treatment facility was insufficient at the time of sampling, and that several areas of the wetlands were contaminated with human pathogens, indicating that parts of the wetlands are potentially unsafe for urban agriculture.",water,,
8,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/29269503/,Metagenomics Reveals the Impact of Wastewater Treatment Plants on the Dispersal of Microorganisms and Genes in Aquatic Sediments,"Wastewater treatment plants (WWTPs) release treated effluent containing mobile genetic elements (MGEs), antibiotic resistance genes (ARGs), and microorganisms into the environment, yet little is known about their influence on nearby microbial communities and the retention of these factors in receiving water bodies. Our research aimed to characterize the genes and organisms from two different WWTPs that discharge into Lake Michigan, as well as from surrounding lake sediments to determine the dispersal and fate of these factors with respect to distance from the effluent outfall. Shotgun metagenomics coupled to distance-decay analyses showed a higher abundance of genes identical to those in WWTP effluent genes in sediments closer to outfall sites than in sediments farther away, indicating their possible WWTP origin. We also found genes attributed to organisms, such as those belonging to Helicobacteraceae, Legionellaceae, Moraxellaceae, and Neisseriaceae, in effluent from both WWTPs and decreasing in abundance in lake sediments with increased distance from WWTPs. Moreover, our results showed that the WWTPs likely influence the ARG composition in lake sediments close to the effluent discharge. Many of these ARGs were located on MGEs in both the effluent and sediment samples, indicating a relatively broad propensity for horizontal gene transfer (HGT). Our approach allowed us to specifically link genes to organisms and their genetic context, providing insight into WWTP impacts on natural microbial communities. Overall, our results suggest a substantial influence of wastewater effluent on gene content and microbial community structure in the sediments of receiving water bodies.IMPORTANCE Wastewater treatment plants (WWTPs) release their effluent into aquatic environments. Although treated, effluent retains many genes and microorganisms that have the potential to influence the receiving water in ways that are poorly understood. Here, we tracked the genetic footprint, including genes specific to antibiotic resistance and mobile genetic elements and their associated organisms, from WWTPs to lake sediments. Our work is novel in that we used metagenomic data sets to comprehensively evaluate total gene content and the genetic and taxonomic context of specific genes in environmental samples putatively impacted by WWTP inputs. Based on two different WWTPs with different treatment processes, our findings point to an influence of WWTPs on the presence, abundance, and composition of these factors in the environment.",water,,
9,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35139924/,"Microeukaryotic gut parasites in wastewater treatment plants: diversity, activity, and removal","Background:
        
      
      During wastewater treatment, the wastewater microbiome facilitates the degradation of organic matter, reduction of nutrients, and removal of gut parasites. While the latter function is essential to minimize public health risks, the range of parasites involved and how they are removed is still poorly understood.
    


          Results:
        
      
      Using shotgun metagenomic (DNA) and metatranscriptomic (RNA) sequencing data from ten wastewater treatment plants in Switzerland, we were able to assess the entire wastewater microbiome, including the often neglected microeukaryotes (protists). In the latter group, we found a surprising richness and relative abundance of active parasites, particularly in the inflow. Using network analysis, we tracked these taxa across the various treatment compartments and linked their removal to trophic interactions.
    


          Conclusions:
        
      
      Our results indicate that the combination of DNA and RNA data is essential for assessing the full spectrum of taxa present in wastewater. In particular, we shed light on an important but poorly understood function of wastewater treatment - parasite removal. Video Abstract.",water,,
